piece,time,letter,triad,sevenths
nan,4.7,F,maj,na
nan,4.8,F,maj,na
nan,4.9,F,maj,na
nan,5.0,F,maj,na
nan,5.1,F,maj,na
nan,5.2,F,maj,na
nan,5.3,F,maj,na
nan,5.4,F,maj,na
nan,5.5,F,maj,na
nan,5.6,F,maj,na
nan,5.7,F,maj,na
nan,5.8,F,maj,na
nan,5.9,F,maj,na
nan,6.0,F,maj,na
nan,6.1,F,maj,na
nan,6.2,F,maj,na
nan,6.3,F,maj,na
nan,6.4,F,maj,na
nan,6.5,F,maj,na
nan,6.6,F,maj,na
nan,6.7,F,maj,na
nan,6.8,F,maj,na
nan,6.9,F,maj,na
nan,7.0,F,maj,na
nan,7.1,F,maj,na
nan,7.2,F,maj,na
nan,7.3,F,maj,na
nan,7.4,F,maj,na
nan,7.5,F,maj,na
nan,7.6,F,maj,na
nan,7.7,F,maj,na
nan,7.8,F,maj,na
nan,7.9,F,maj,na
nan,8.0,F,maj,na
nan,8.1,F,maj,na
nan,8.2,F,maj,na
nan,8.3,F,maj,na
nan,8.4,F,maj,na
nan,8.5,F,maj,na
nan,8.6,F,maj,na
nan,8.7,F,maj,na
nan,8.8,F,maj,na
nan,8.9,F,maj,na
nan,9.0,F,maj,na
nan,9.1,F,maj,na
nan,9.2,F,maj,na
nan,9.3,F,maj,na
nan,9.4,F,maj,na
nan,9.5,F,maj,na
nan,9.6,F,maj,na
nan,9.7,F,maj,na
nan,9.8,F,maj,na
nan,9.9,F,maj,na
nan,10.0,F,maj,na
nan,10.1,F,maj,na
nan,10.2,F,maj,na
nan,10.3,F,maj,na
nan,10.4,F,maj,na
nan,10.5,F,maj,na
nan,10.6,F,maj,na
nan,10.7,F,maj,na
nan,10.8,F,maj,na
nan,10.9,F,maj,na
nan,11.0,F,maj,na
nan,11.1,F,maj,na
nan,11.2,F,maj,na
nan,11.3,F,maj,na
nan,11.4,F,maj,na
nan,11.5,F,maj,na
nan,11.6,F,maj,na
nan,11.7,F,maj,na
nan,11.8,F,maj,na
nan,11.9,F,maj,na
nan,12.0,F,maj,na
nan,12.1,F,maj,na
nan,12.2,F,maj,na
nan,12.3,F,maj,na
nan,12.4,F,maj,na
nan,12.5,F,maj,na
nan,12.6,F,maj,na
nan,12.7,F,maj,na
nan,12.8,F,maj,na
nan,12.9,F,maj,na
nan,13.0,F,maj,na
nan,13.1,F,maj,na
nan,13.2,F,maj,na
nan,13.3,F,maj,na
nan,13.4,F,maj,na
nan,13.5,F,maj,na
nan,13.6,F,maj,na
nan,13.7,F,maj,na
nan,13.8,F,maj,na
nan,13.9,F,maj,na
nan,14.0,F,maj,na
nan,14.1,F,maj,na
nan,14.2,F,maj,na
nan,14.3,F,maj,na
nan,14.4,F,maj,na
nan,14.5,F,maj,na
nan,14.6,F,maj,na
nan,14.7,F,maj,na
nan,14.8,F,maj,na
nan,14.9,F,maj,na
nan,15.0,F,maj,na
nan,15.1,F,maj,na
nan,15.2,F,maj,na
nan,15.3,F,maj,na
nan,15.4,F,maj,na
nan,15.5,F,maj,na
nan,15.6,F,maj,na
nan,15.7,F,maj,na
nan,15.8,F,maj,na
nan,15.9,F,maj,na
nan,16.0,F,maj,na
nan,16.1,F,maj,na
nan,16.2,F,maj,na
nan,16.3,F,maj,na
nan,16.4,F,maj,na
nan,16.5,F,maj,na
nan,16.6,F,maj,na
nan,16.7,F,maj,na
nan,16.8,F,maj,na
nan,16.9,F,maj,na
nan,17.0,F,maj,na
nan,17.1,F,maj,na
nan,17.2,F,maj,na
nan,17.3,F,maj,na
nan,17.4,F,maj,na
nan,17.5,F,maj,na
nan,17.6,F,maj,na
nan,17.7,F,maj,na
nan,17.8,F,maj,na
nan,17.9,F,maj,na
nan,18.0,F,maj,na
nan,18.1,F,maj,na
nan,18.2,F,maj,na
nan,18.3,F,maj,na
nan,18.4,F,maj,na
nan,18.5,F,maj,na
nan,18.6,F,maj,na
nan,18.7,F,maj,na
nan,18.8,F,maj,na
nan,18.9,F,maj,na
nan,19.0,F,maj,na
nan,19.1,F,maj,na
nan,19.2,F,maj,na
nan,19.3,F,maj,na
nan,19.4,F,maj,na
nan,19.5,F,maj,na
nan,19.6,F,maj,na
nan,19.7,F,maj,na
nan,19.8,F,maj,na
nan,19.9,F,maj,na
nan,20.0,F,maj,na
orchestra_addon/CrossEra-1647_Mahler_symphony_1_strmisch_bewegt.mp3,0.0,na,na,na
nan,0.0,C#,maj,min7
nan,0.1,C#,maj,min7
nan,0.2,C#,maj,min7
nan,0.3,C#,maj,min7
nan,0.4,C#,maj,min7
nan,0.5,C#,maj,min7
nan,0.6,C#,maj,min7
nan,0.7,C#,maj,min7
nan,0.8,C#,maj,min7
nan,0.9,C#,maj,min7
nan,1.0,C,min,na
nan,1.1,C,min,na
nan,1.2,C,min,na
nan,1.3,C,min,na
nan,1.4,C,min,na
nan,1.5,C,min,na
nan,1.6,C,min,na
nan,1.7,C,min,na
nan,1.8,C,min,na
nan,1.9,C,min,na
nan,2.0,C,min,na
nan,2.1,C,min,na
nan,2.2,C,min,na
nan,2.3,C,min,na
nan,2.4,C,min,na
nan,2.5,C,min,na
nan,2.6,C,min,na
nan,2.7,C,min,na
nan,2.8,C,min,na
nan,2.9,C,min,na
nan,3.0,C,min,na
nan,3.1,C,min,na
nan,3.2,C,min,na
nan,3.3,C,min,na
nan,3.4,C,min,na
nan,3.5,C,min,na
nan,3.6,C,min,na
nan,3.7,C,min,na
nan,3.8,C#,maj,min7
nan,3.9,C#,maj,min7
nan,4.0,C#,maj,min7
nan,4.1,C#,maj,min7
nan,4.2,C#,maj,min7
nan,4.3,C#,maj,min7
nan,4.4,C#,maj,min7
nan,4.5,C#,maj,min7
nan,4.6,C#,maj,min7
nan,4.7,C#,maj,min7
nan,4.8,C#,maj,min7
nan,4.9,C#,maj,min7
nan,5.0,C#,maj,min7
nan,5.1,C#,maj,min7
nan,5.2,C#,maj,min7
nan,5.3,C#,maj,min7
nan,5.4,C#,maj,min7
nan,5.5,C#,maj,min7
nan,5.6,C#,maj,min7
nan,5.7,C#,maj,min7
nan,5.8,C#,maj,min7
nan,5.9,C#,maj,min7
nan,6.0,C#,maj,min7
nan,6.1,C#,maj,min7
nan,6.2,C#,maj,min7
nan,6.3,C#,maj,min7
nan,6.4,C#,maj,min7
nan,6.5,C#,maj,min7
nan,6.6,C#,maj,min7
nan,6.7,C#,maj,min7
nan,6.8,C#,maj,min7
nan,6.9,C#,maj,min7
nan,7.0,C#,maj,min7
nan,7.1,C#,maj,min7
nan,7.2,C#,maj,min7
nan,7.3,C#,maj,min7
nan,7.4,C#,maj,min7
nan,7.5,C#,maj,min7
nan,7.6,C#,maj,min7
nan,7.7,C#,maj,min7
nan,7.8,C#,maj,min7
nan,7.9,C#,maj,min7
nan,8.0,C#,maj,min7
nan,8.1,C#,maj,min7
nan,8.2,C#,maj,min7
nan,8.3,C#,maj,min7
nan,8.4,C#,maj,min7
nan,8.5,C#,maj,min7
nan,8.6,C#,maj,min7
nan,8.7,C#,maj,min7
nan,8.8,C#,maj,min7
nan,8.9,C#,maj,min7
nan,9.0,C#,maj,min7
nan,9.1,C#,maj,min7
nan,9.2,C#,maj,min7
nan,9.3,C#,maj,min7
nan,9.4,C#,maj,min7
nan,9.5,C#,maj,min7
nan,9.6,C#,maj,min7
nan,9.7,C#,maj,min7
nan,9.8,C#,maj,min7
nan,9.9,C#,maj,min7
nan,10.0,C#,maj,min7
nan,10.1,C#,maj,min7
nan,10.2,C#,maj,min7
nan,10.3,C#,maj,min7
nan,10.4,C#,maj,min7
nan,10.5,C#,maj,min7
nan,10.6,C#,maj,min7
nan,10.7,C#,maj,min7
nan,10.8,C#,maj,min7
nan,10.9,C#,maj,min7
nan,11.0,C#,maj,min7
nan,11.1,C#,maj,min7
nan,11.2,C#,maj,min7
nan,11.3,C#,maj,min7
nan,11.4,C#,maj,min7
nan,11.5,C#,maj,min7
nan,11.6,C#,maj,min7
nan,11.7,C#,maj,min7
nan,11.8,C#,maj,min7
nan,11.9,F,min,na
nan,12.0,F,min,na
nan,12.1,F,min,na
nan,12.2,F,min,na
nan,12.3,F,min,na
nan,12.4,F,min,na
nan,12.5,F,min,na
nan,12.6,F,min,na
nan,12.7,F,min,na
nan,12.8,F,min,na
nan,12.9,F,min,na
nan,13.0,F,min,na
nan,13.1,F,min,na
nan,13.2,F,min,na
nan,13.3,F,min,na
nan,13.4,F,min,na
nan,13.5,F,min,na
nan,13.6,F,min,na
nan,13.7,F,min,na
nan,13.8,F,min,na
nan,13.9,F,min,na
nan,14.0,F,min,na
nan,14.1,F,min,na
nan,14.2,F,min,na
nan,14.3,F,min,na
nan,14.4,F,min,na
nan,14.5,F,min,na
nan,14.6,F,min,na
nan,14.7,F,min,na
nan,14.8,F,min,na
nan,14.9,F,min,na
nan,15.0,F,min,na
nan,15.1,F,min,na
nan,15.2,F,min,na
nan,15.3,C#,maj,maj7
nan,15.4,C#,maj,maj7
nan,15.5,C#,maj,maj7
nan,15.6,C#,maj,maj7
nan,15.7,C#,maj,maj7
nan,15.8,C#,maj,maj7
nan,15.9,C#,maj,maj7
nan,16.0,C#,maj,maj7
nan,16.1,C#,maj,maj7
nan,16.2,C#,maj,maj7
nan,16.3,C#,maj,maj7
nan,16.4,C#,maj,maj7
nan,16.5,C#,maj,maj7
nan,16.6,C#,maj,maj7
nan,16.7,C#,maj,maj7
nan,16.8,C#,maj,maj7
nan,16.9,C#,maj,maj7
nan,17.0,C#,maj,maj7
nan,17.1,C#,maj,maj7
nan,17.2,C#,maj,maj7
nan,17.3,C#,maj,maj7
nan,17.4,C#,maj,maj7
nan,17.5,C#,maj,maj7
nan,17.6,C#,maj,maj7
nan,17.7,C#,maj,maj7
nan,17.8,C#,maj,maj7
nan,17.9,C#,maj,maj7
nan,18.0,C#,maj,maj7
nan,18.1,C#,maj,maj7
nan,18.2,C#,maj,maj7
nan,18.3,C#,maj,maj7
nan,18.4,C#,maj,maj7
nan,18.5,C#,maj,maj7
nan,18.6,C#,maj,maj7
nan,18.7,C#,maj,maj7
nan,18.8,C#,maj,maj7
nan,18.9,C#,maj,maj7
nan,19.0,C#,maj,maj7
nan,19.1,C#,maj,maj7
nan,19.2,C#,maj,maj7
nan,19.3,C#,maj,maj7
nan,19.4,C#,maj,maj7
nan,19.5,C#,maj,maj7
nan,19.6,C#,maj,maj7
nan,19.7,C#,maj,maj7
nan,19.8,C#,maj,maj7
nan,19.9,C#,maj,maj7
nan,20.0,C#,maj,maj7
orchestra_addon/CrossEra-1648_Mahler_symphony_5_adagietto.mp3,0.0,na,na,na
nan,0.0,C,maj,na
nan,0.1,C,maj,na
nan,0.2,C,maj,na
nan,0.3,C,maj,na
nan,0.4,C,maj,na
nan,0.5,C,maj,na
nan,0.6,C,maj,na
nan,0.7,C,maj,na
nan,0.8,C,maj,na
nan,0.9,C,maj,na
nan,1.0,C,maj,na
nan,1.1,C,maj,na
nan,1.2,C,maj,na
nan,1.3,C,maj,na
nan,1.4,C,maj,na
nan,1.5,C,maj,na
nan,1.6,A,min,na
nan,1.7,A,min,na
nan,1.8,A,min,na
nan,1.9,A,min,na
nan,2.0,A,min,na
nan,2.1,A,min,na
nan,2.2,A,min,na
nan,2.3,A,min,na
nan,2.4,A,min,na
nan,2.5,A,min,na
nan,2.6,A,min,na
nan,2.7,A,min,na
nan,2.8,A,min,na
nan,2.9,A,min,na
nan,3.0,A,min,na
nan,3.1,A,min,na
nan,3.2,A,min,na
nan,3.3,A,min,na
nan,3.4,A,min,na
nan,3.5,A,min,na
nan,3.6,A,min,na
nan,3.7,A,min,na
nan,3.8,A,min,na
nan,3.9,A,min,min7
nan,4.0,A,min,min7
nan,4.1,A,min,min7
nan,4.2,A,min,min7
nan,4.3,A,min,min7
nan,4.4,A,min,min7
nan,4.5,A,min,min7
nan,4.6,A,min,min7
nan,4.7,A,min,min7
nan,4.8,A,min,min7
nan,4.9,A,min,min7
nan,5.0,A,min,min7
nan,5.1,A,min,min7
nan,5.2,A,min,min7
nan,5.3,A,min,min7
nan,5.4,A,min,min7
nan,5.5,A,min,min7
nan,5.6,A,min,min7
nan,5.7,A,min,min7
nan,5.8,A,min,min7
nan,5.9,A,min,min7
nan,6.0,A,min,min7
nan,6.1,A,min,min7
nan,6.2,A,min,min7
nan,6.3,A,min,min7
nan,6.4,A,min,min7
nan,6.5,A,min,min7
nan,6.6,A,min,min7
nan,6.7,A,min,min7
nan,6.8,A,min,min7
nan,6.9,A,min,min7
nan,7.0,A,min,min7
nan,7.1,A,min,min7
nan,7.2,A,min,min7
nan,7.3,A,min,min7
nan,7.4,A,min,min7
nan,7.5,A,min,min7
nan,7.6,A,min,min7
nan,7.7,A,min,min7
nan,7.8,A,min,min7
nan,7.9,A,min,min7
nan,8.0,A,min,min7
nan,8.1,A,min,min7
nan,8.2,A,min,min7
nan,8.3,A,min,min7
nan,8.4,A,min,min7
nan,8.5,A,min,min7
nan,8.6,A,min,min7
nan,8.7,A,min,min7
nan,8.8,A,min,min7
nan,8.9,A,min,min7
nan,9.0,A,min,min7
nan,9.1,A,min,min7
nan,9.2,A,min,min7
nan,9.3,A,min,min7
nan,9.4,A,min,min7
nan,9.5,A,min,min7
nan,9.6,A,min,min7
nan,9.7,A,min,min7
nan,9.8,A,min,min7
nan,9.9,A,min,min7
nan,10.0,A,min,min7
nan,10.1,A,min,min7
nan,10.2,A,min,min7
nan,10.3,A,min,min7
nan,10.4,A,min,min7
nan,10.5,A,min,min7
nan,10.6,A,min,min7
nan,10.7,A,min,min7
nan,10.8,A,min,min7
nan,10.9,A,min,min7
nan,11.0,A,min,min7
nan,11.1,A,min,min7
nan,11.2,A,min,min7
nan,11.3,A,min,min7
nan,11.4,A,min,min7
nan,11.5,A,min,min7
nan,11.6,A,min,min7
nan,11.7,A,min,min7
nan,11.8,A,min,min7
nan,11.9,A,min,min7
nan,12.0,A,min,min7
nan,12.1,A,min,min7
nan,12.2,A,min,min7
nan,12.3,A,min,min7
nan,12.4,A,min,min7
nan,12.5,A,min,min7
nan,12.6,A,min,min7
nan,12.7,A,min,min7
nan,12.8,A,min,min7
nan,12.9,A,min,min7
nan,13.0,A,min,min7
nan,13.1,A,min,min7
nan,13.2,F,maj,maj7
nan,13.3,F,maj,maj7
nan,13.4,F,maj,maj7
nan,13.5,F,maj,maj7
nan,13.6,F,maj,maj7
nan,13.7,F,maj,maj7
nan,13.8,F,maj,maj7
nan,13.9,F,maj,maj7
nan,14.0,F,maj,maj7
nan,14.1,F,maj,maj7
nan,14.2,F,maj,maj7
nan,14.3,F,maj,maj7
nan,14.4,F,maj,maj7
nan,14.5,F,maj,maj7
nan,14.6,F,maj,maj7
nan,14.7,F,maj,maj7
nan,14.8,F,maj,maj7
nan,14.9,F,maj,maj7
nan,15.0,F,maj,maj7
nan,15.1,F,maj,maj7
nan,15.2,F,maj,maj7
nan,15.3,F,maj,maj7
nan,15.4,F,maj,maj7
nan,15.5,F,maj,maj7
nan,15.6,F,maj,maj7
nan,15.7,F,maj,maj7
nan,15.8,F,maj,maj7
nan,15.9,F,maj,maj7
nan,16.0,F,maj,maj7
nan,16.1,F,maj,maj7
nan,16.2,F,maj,maj7
nan,16.3,F,maj,maj7
nan,16.4,F,maj,maj7
nan,16.5,F,maj,maj7
nan,16.6,F,maj,maj7
nan,16.7,F,maj,maj7
nan,16.8,F,maj,maj7
nan,16.9,F,maj,maj7
nan,17.0,F,maj,maj7
nan,17.1,F,maj,maj7
nan,17.2,F,maj,maj7
nan,17.3,F,maj,maj7
nan,17.4,F,maj,maj7
nan,17.5,F,maj,maj7
nan,17.6,F,maj,maj7
nan,17.7,F,maj,maj7
nan,17.8,F,maj,maj7
nan,17.9,F,maj,maj7
nan,18.0,F,maj,maj7
nan,18.1,F,maj,maj7
nan,18.2,F,maj,na
nan,18.3,F,maj,na
nan,18.4,F,maj,na
nan,18.5,F,maj,na
nan,18.6,F,maj,na
nan,18.7,F,maj,na
nan,18.8,F,maj,na
nan,18.9,F,maj,na
nan,19.0,F,maj,na
nan,19.1,F,maj,na
nan,19.2,F,maj,na
nan,19.3,F,maj,na
nan,19.4,F,maj,na
nan,19.5,F,maj,na
nan,19.6,F,maj,na
nan,19.7,F,maj,na
nan,19.8,F,maj,na
nan,19.9,F,maj,na
nan,20.0,F,maj,na
orchestra_addon/CrossEra-1649_Mahler_symphony_5_rondofinale_allegro.mp3,0.0,na,na,na
nan,0.0,A,maj,min7
nan,0.1,A,maj,min7
nan,0.2,A,maj,min7
nan,0.3,D,maj,na
nan,0.4,D,maj,na
nan,0.5,D,maj,na
nan,0.6,D,maj,na
nan,0.7,D,maj,na
nan,0.8,D,maj,na
nan,0.9,D,maj,na
nan,1.0,D,maj,na
nan,1.1,D,maj,na
nan,1.2,D,maj,na
nan,1.3,D,maj,na
nan,1.4,D,maj,na
nan,1.5,D,maj,na
nan,1.6,D,maj,na
nan,1.7,D,maj,na
nan,1.8,D,maj,na
nan,1.9,D,maj,na
nan,2.0,D,maj,na
nan,2.1,D,maj,na
nan,2.2,D,maj,na
nan,2.3,D,maj,na
nan,2.4,D,maj,na
nan,2.5,D,maj,na
nan,2.6,D,maj,na
nan,2.7,D,maj,na
nan,2.8,D,maj,na
nan,2.9,D,maj,na
nan,3.0,D,maj,na
nan,3.1,D,maj,na
nan,3.2,D,maj,na
nan,3.3,D,maj,na
nan,3.4,D,maj,na
nan,3.5,D,maj,na
nan,3.6,D,maj,na
nan,3.7,D,maj,na
nan,3.8,D,maj,na
nan,3.9,D,maj,na
nan,4.0,D,maj,na
nan,4.1,D,maj,na
nan,4.2,D,maj,na
nan,4.3,D,maj,na
nan,4.4,D,maj,na
nan,4.5,D,maj,na
nan,4.6,D,maj,na
nan,4.7,D,maj,na
nan,4.8,D,maj,na
nan,4.9,D,maj,na
nan,5.0,D,maj,na
nan,5.1,D,maj,na
nan,5.2,D,maj,na
nan,5.3,D,maj,na
nan,5.4,D,maj,na
nan,5.5,D,maj,na
nan,5.6,D,maj,na
nan,5.7,D,maj,na
nan,5.8,D,maj,na
nan,5.9,D,maj,na
nan,6.0,D,maj,na
nan,6.1,D,maj,na
nan,6.2,D,maj,na
nan,6.3,D,maj,na
nan,6.4,D,maj,na
nan,6.5,D,maj,na
nan,6.6,D,maj,na
nan,6.7,D,maj,na
nan,6.8,D,maj,na
nan,6.9,D,maj,na
nan,7.0,D,maj,na
nan,7.1,D,maj,na
nan,7.2,D,maj,na
nan,7.3,D,maj,na
nan,7.4,D,maj,na
nan,7.5,D,maj,na
nan,7.6,D,maj,na
nan,7.7,D,maj,na
nan,7.8,D,maj,na
nan,7.9,D,maj,na
nan,8.0,D,maj,na
nan,8.1,D,maj,na
nan,8.2,D,maj,na
nan,8.3,D,maj,na
nan,8.4,D,maj,na
nan,8.5,D,maj,na
nan,8.6,D,maj,na
nan,8.7,D,maj,na
nan,8.8,D,maj,na
nan,8.9,D,maj,na
nan,9.0,D,maj,na
nan,9.1,D,maj,na
nan,9.2,D,maj,na
nan,9.3,D,maj,na
nan,9.4,D,maj,na
nan,9.5,D,maj,na
nan,9.6,D,maj,na
nan,9.7,D,maj,na
nan,9.8,D,maj,na
nan,9.9,D,maj,na
nan,10.0,D,maj,na
nan,10.1,D,maj,na
nan,10.2,D,maj,na
nan,10.3,D,maj,na
nan,10.4,D,maj,na
nan,10.5,D,maj,na
nan,10.6,D,maj,na
nan,10.7,D,maj,na
nan,10.8,D,maj,na
nan,10.9,D,maj,na
nan,11.0,D,maj,na
nan,11.1,D,maj,na
nan,11.2,D,maj,na
nan,11.3,D,maj,na
nan,11.4,D,maj,na
nan,11.5,D,maj,na
nan,11.6,D,maj,na
nan,11.7,D,maj,na
nan,11.8,D,maj,na
nan,11.9,D,maj,na
nan,12.0,D,maj,na
nan,12.1,D,maj,na
nan,12.2,D,maj,na
nan,12.3,D,maj,na
nan,12.4,A,min,min7
nan,12.5,A,min,min7
nan,12.6,A,min,min7
nan,12.7,A,min,min7
nan,12.8,A,min,min7
nan,12.9,A,min,min7
nan,13.0,A,min,min7
nan,13.1,A,min,min7
nan,13.2,A,min,min7
nan,13.3,A,min,min7
nan,13.4,A,min,min7
nan,13.5,A,min,min7
nan,13.6,A,min,min7
nan,13.7,A,min,min7
nan,13.8,A,min,min7
nan,13.9,A,min,min7
nan,14.0,A,min,min7
nan,14.1,A,min,min7
nan,14.2,A,min,min7
nan,14.3,A,min,min7
nan,14.4,A,min,min7
nan,14.5,A,min,min7
nan,14.6,A,min,min7
nan,14.7,A,min,min7
nan,14.8,A,min,min7
nan,14.9,A,min,min7
nan,15.0,A,min,min7
nan,15.1,A,min,min7
nan,15.2,A,min,min7
nan,15.3,A,min,min7
nan,15.4,A,min,min7
nan,15.5,A,min,min7
nan,15.6,A,min,min7
nan,15.7,A,min,min7
nan,15.8,A,min,min7
nan,15.9,A,min,min7
nan,16.0,A,min,min7
nan,16.1,A,min,min7
nan,16.2,A,min,min7
nan,16.3,A,min,min7
nan,16.4,A,min,min7
nan,16.5,A,min,min7
nan,16.6,A,min,min7
nan,16.7,A,min,min7
nan,16.8,F#,min,min7
nan,16.9,F#,min,min7
nan,17.0,F#,min,min7
nan,17.1,F#,min,min7
nan,17.2,F#,min,min7
nan,17.3,F#,min,min7
nan,17.4,F#,min,min7
nan,17.5,F#,min,min7
nan,17.6,F#,min,min7
nan,17.7,F#,min,min7
nan,17.8,F#,min,min7
nan,17.9,F#,min,min7
nan,18.0,F#,min,min7
nan,18.1,F#,min,min7
nan,18.2,F#,min,min7
nan,18.3,F#,min,min7
nan,18.4,F#,min,min7
nan,18.5,F#,min,min7
nan,18.6,F#,min,min7
nan,18.7,F#,min,min7
nan,18.8,F#,min,min7
nan,18.9,F#,min,min7
nan,19.0,F#,min,min7
nan,19.1,F#,min,min7
nan,19.2,F#,min,min7
nan,19.3,F#,min,min7
nan,19.4,F#,min,min7
nan,19.5,F#,min,min7
nan,19.6,F#,min,min7
nan,19.7,F#,min,min7
nan,19.8,F#,min,min7
nan,19.9,F#,min,min7
nan,20.0,F#,min,min7
orchestra_addon/CrossEra-1650_Mahler_symphony_5_scherzo.mp3,0.0,na,na,na
nan,0.0,B,min,min7
nan,0.1,B,min,min7
nan,0.2,B,min,min7
nan,0.3,A,maj,na
nan,0.4,A,maj,na
nan,0.5,A,maj,na
nan,0.6,A,maj,na
nan,0.7,A,maj,na
nan,0.8,A,maj,na
nan,0.9,A,maj,na
nan,1.0,A,maj,na
nan,1.1,A,maj,na
nan,1.2,A,maj,na
nan,1.3,A,maj,na
nan,1.4,A,maj,na
nan,1.5,A,maj,na
nan,1.6,A,maj,na
nan,1.7,A,maj,na
nan,1.8,A,maj,na
nan,1.9,A,maj,na
nan,2.0,A,maj,na
nan,2.1,A,maj,na
nan,2.2,A,maj,na
nan,2.3,A,maj,na
nan,2.4,A,maj,na
nan,2.5,A,maj,na
nan,2.6,A,maj,na
nan,2.7,A,maj,na
nan,2.8,A,maj,na
nan,2.9,A,maj,na
nan,3.0,A,maj,na
nan,3.1,A,maj,na
nan,3.2,A,maj,na
nan,3.3,A,maj,na
nan,3.4,A,maj,na
nan,3.5,A,maj,na
nan,3.6,A,maj,na
nan,3.7,A,maj,na
nan,3.8,A,maj,na
nan,3.9,A,maj,na
nan,4.0,A,maj,na
nan,4.1,A,maj,na
nan,4.2,A,maj,na
nan,4.3,A,maj,na
nan,4.4,A,maj,na
nan,4.5,A,maj,na
nan,4.6,A,maj,na
nan,4.7,A,maj,na
nan,4.8,A,maj,na
nan,4.9,A,maj,na
nan,5.0,A,maj,na
nan,5.1,A,maj,na
nan,5.2,A,maj,na
nan,5.3,A,maj,na
nan,5.4,A,maj,na
nan,5.5,A,maj,na
nan,5.6,A,maj,na
nan,5.7,A,maj,na
nan,5.8,A,maj,na
nan,5.9,A,maj,na
nan,6.0,A,maj,na
nan,6.1,A,maj,na
nan,6.2,A,maj,na
nan,6.3,A,maj,na
nan,6.4,A,maj,na
nan,6.5,A,maj,na
nan,6.6,A,maj,na
nan,6.7,A,maj,na
nan,6.8,A,maj,na
nan,6.9,A,maj,na
nan,7.0,B,min,min7
nan,7.1,B,min,min7
nan,7.2,B,min,min7
nan,7.3,B,min,min7
nan,7.4,B,min,min7
nan,7.5,B,min,min7
nan,7.6,B,min,min7
nan,7.7,B,min,min7
nan,7.8,B,min,min7
nan,7.9,B,min,min7
nan,8.0,B,min,min7
nan,8.1,B,min,min7
nan,8.2,B,min,min7
nan,8.3,B,min,min7
nan,8.4,B,min,min7
nan,8.5,B,min,min7
nan,8.6,B,min,min7
nan,8.7,B,min,min7
nan,8.8,B,min,min7
nan,8.9,B,min,min7
nan,9.0,B,min,min7
nan,9.1,B,min,min7
nan,9.2,B,min,min7
nan,9.3,B,min,min7
nan,9.4,B,min,min7
nan,9.5,B,min,min7
nan,9.6,B,min,min7
nan,9.7,B,min,min7
nan,9.8,B,min,min7
nan,9.9,B,min,min7
nan,10.0,B,min,min7
nan,10.1,B,min,min7
nan,10.2,B,min,min7
nan,10.3,B,min,min7
nan,10.4,B,min,min7
nan,10.5,B,min,min7
nan,10.6,B,min,min7
nan,10.7,B,min,min7
nan,10.8,B,min,min7
nan,10.9,B,min,min7
nan,11.0,B,min,min7
nan,11.1,B,min,min7
nan,11.2,B,min,min7
nan,11.3,A,maj,min7
nan,11.4,A,maj,min7
nan,11.5,A,maj,min7
nan,11.6,A,maj,min7
nan,11.7,A,maj,min7
nan,11.8,A,maj,min7
nan,11.9,A,maj,min7
nan,12.0,A,maj,min7
nan,12.1,A,maj,min7
nan,12.2,A,maj,min7
nan,12.3,A,maj,min7
nan,12.4,A,maj,min7
nan,12.5,A,maj,min7
nan,12.6,A,maj,min7
nan,12.7,A,maj,min7
nan,12.8,A,maj,min7
nan,12.9,A,maj,min7
nan,13.0,A,maj,min7
nan,13.1,A,maj,min7
nan,13.2,A,maj,min7
nan,13.3,A,maj,min7
nan,13.4,A,maj,min7
nan,13.5,A,maj,min7
nan,13.6,A,maj,min7
nan,13.7,A,maj,min7
nan,13.8,A,maj,min7
nan,13.9,A,maj,min7
nan,14.0,A,maj,min7
nan,14.1,A,maj,min7
nan,14.2,A,maj,min7
nan,14.3,A,maj,min7
nan,14.4,A,maj,min7
nan,14.5,D,maj,na
nan,14.6,D,maj,na
nan,14.7,D,maj,na
nan,14.8,D,maj,na
nan,14.9,D,maj,na
nan,15.0,D,maj,na
nan,15.1,D,maj,na
nan,15.2,D,maj,na
nan,15.3,D,maj,na
nan,15.4,D,maj,na
nan,15.5,D,maj,na
nan,15.6,D,maj,na
nan,15.7,D,maj,na
nan,15.8,D,maj,na
nan,15.9,D,maj,na
nan,16.0,D,maj,na
nan,16.1,D,maj,na
nan,16.2,D,maj,na
nan,16.3,D,maj,na
nan,16.4,D,maj,na
nan,16.5,D,maj,na
nan,16.6,D,maj,na
nan,16.7,D,maj,na
nan,16.8,D,maj,na
nan,16.9,D,maj,na
nan,17.0,D,maj,na
nan,17.1,D,maj,na
nan,17.2,A,maj,min7
nan,17.3,A,maj,min7
nan,17.4,A,maj,min7
nan,17.5,A,maj,min7
nan,17.6,A,maj,min7
nan,17.7,A,maj,min7
nan,17.8,A,maj,min7
nan,17.9,A,maj,min7
nan,18.0,A,maj,min7
nan,18.1,A,maj,min7
nan,18.2,A,maj,min7
nan,18.3,A,maj,min7
nan,18.4,A,maj,min7
nan,18.5,A,maj,min7
nan,18.6,A,maj,min7
nan,18.7,A,maj,min7
nan,18.8,A,maj,min7
nan,18.9,A,maj,min7
nan,19.0,A,maj,min7
nan,19.1,A,maj,min7
nan,19.2,A,maj,min7
nan,19.3,A,maj,min7
nan,19.4,A,maj,min7
nan,19.5,A,maj,min7
