piece,time,letter,triad,sevenths
nan,16.9,F,maj,na
nan,17,F,maj,na
nan,17.1,F,maj,na
nan,17.2,F,maj,na
nan,17.3,C,maj,min7
nan,17.4,C,maj,min7
nan,17.5,C,maj,min7
nan,17.6,C,maj,min7
nan,17.7,C,maj,min7
nan,17.8,C,maj,min7
nan,17.9,C,maj,min7
nan,18,C,maj,min7
nan,18.1,C,maj,min7
nan,18.2,C,maj,min7
nan,18.3,C,maj,min7
nan,18.4,C,maj,min7
nan,18.5,C,maj,min7
nan,18.6,C,maj,min7
nan,18.7,C,maj,min7
nan,18.8,C,maj,min7
nan,18.9,C,maj,min7
nan,19,C,maj,min7
nan,19.1,C,maj,min7
nan,19.2,C,maj,min7
nan,19.3,C,maj,min7
nan,19.4,C,maj,min7
nan,19.5,C,maj,min7
nan,19.6,C,maj,min7
nan,19.7,C,maj,min7
nan,19.8,C,maj,min7
orchestra_addon/CrossEra-1635_Debussy_la_mer_de_laube_a_midi_sur_la_mer.mp3,0,na,na,na
nan,0,B,maj,na
nan,0.1,B,maj,na
nan,0.2,B,maj,na
nan,0.3,B,maj,na
nan,0.4,B,maj,na
nan,0.5,B,maj,na
nan,0.6,B,maj,na
nan,0.7,B,maj,na
nan,0.8,B,maj,na
nan,0.9,B,maj,na
nan,1,B,maj,na
nan,1.1,B,maj,na
nan,1.2,Ab,min,na
nan,1.3,Ab,min,na
nan,1.4,Ab,min,na
nan,1.5,Ab,min,na
nan,1.6,Ab,min,na
nan,1.7,Ab,min,na
nan,1.8,Ab,min,na
nan,1.9,Ab,min,na
nan,2,Ab,min,na
nan,2.1,Ab,min,na
nan,2.2,Ab,min,na
nan,2.3,Ab,min,na
nan,2.4,Ab,min,na
nan,2.5,Ab,min,na
nan,2.6,Ab,min,na
nan,2.7,Ab,min,na
nan,2.8,Ab,min,na
nan,2.9,Ab,min,na
nan,3,Ab,min,na
nan,3.1,Ab,min,na
nan,3.2,Ab,min,na
nan,3.3,Ab,min,na
nan,3.4,Ab,min,na
nan,3.5,Ab,min,na
nan,3.6,Ab,min,na
nan,3.7,Ab,min,na
nan,3.8,Ab,min,na
nan,3.9,Ab,min,na
nan,4,Ab,min,na
nan,4.1,Ab,min,na
nan,4.2,Ab,min,na
nan,4.3,Ab,min,na
nan,4.4,Ab,min,na
nan,4.5,Ab,min,na
nan,4.6,Ab,min,na
nan,4.7,Ab,min,na
nan,4.8,Ab,min,na
nan,4.9,Ab,min,na
nan,5,Ab,min,na
nan,5.1,Ab,min,na
nan,5.2,Ab,min,na
nan,5.3,Ab,min,na
nan,5.4,Ab,min,na
nan,5.5,Ab,min,na
nan,5.6,Ab,min,na
nan,5.7,Ab,min,na
nan,5.8,Ab,min,na
nan,5.9,Ab,min,na
nan,6,Ab,min,na
nan,6.1,Ab,min,na
nan,6.2,Ab,min,na
nan,6.3,Ab,min,na
nan,6.4,Ab,min,na
nan,6.5,Ab,min,na
nan,6.6,Ab,min,na
nan,6.7,Ab,min,na
nan,6.8,Ab,min,na
nan,6.9,Ab,min,na
nan,7,Ab,min,na
nan,7.1,Ab,min,na
nan,7.2,Ab,min,na
nan,7.3,Ab,min,na
nan,7.4,Ab,min,na
nan,7.5,Ab,min,na
nan,7.6,Ab,min,na
nan,7.7,Ab,min,na
nan,7.8,Ab,min,na
nan,7.9,Ab,min,na
nan,8,Ab,min,na
nan,8.1,Ab,min,na
nan,8.2,Ab,min,na
nan,8.3,C#,maj,min7
nan,8.4,C#,maj,min7
nan,8.5,C#,maj,min7
nan,8.6,C#,maj,min7
nan,8.7,C#,maj,min7
nan,8.8,C#,maj,min7
nan,8.9,C#,maj,min7
nan,9,C#,maj,min7
nan,9.1,C#,maj,min7
nan,9.2,C#,maj,min7
nan,9.3,C#,maj,min7
nan,9.4,C#,maj,min7
nan,9.5,C#,maj,min7
nan,9.6,C#,maj,min7
nan,9.7,C#,maj,min7
nan,9.8,C#,maj,min7
nan,9.9,C#,maj,min7
nan,10,C#,maj,min7
nan,10.1,C#,maj,min7
nan,10.2,C#,maj,min7
nan,10.3,C#,maj,min7
nan,10.4,C#,maj,min7
nan,10.5,C#,maj,min7
nan,10.6,C#,maj,min7
nan,10.7,C#,maj,min7
nan,10.8,C#,maj,min7
nan,10.9,C#,maj,min7
nan,11,C#,maj,min7
nan,11.1,C#,maj,min7
nan,11.2,C#,maj,min7
nan,11.3,C#,maj,min7
nan,11.4,C#,maj,min7
nan,11.5,C#,maj,min7
nan,11.6,C#,maj,min7
nan,11.7,C#,maj,min7
nan,11.8,C#,maj,min7
nan,11.9,C#,maj,min7
nan,12,C#,maj,min7
nan,12.1,C#,maj,min7
nan,12.2,C#,maj,min7
nan,12.3,C#,maj,min7
nan,12.4,C#,maj,min7
nan,12.5,C#,maj,min7
nan,12.6,C#,maj,min7
nan,12.7,C#,maj,min7
nan,12.8,C#,maj,min7
nan,12.9,C#,maj,min7
nan,13,C#,maj,min7
nan,13.1,C#,maj,min7
nan,13.2,C#,maj,min7
nan,13.3,C#,maj,min7
nan,13.4,C#,maj,min7
nan,13.5,C#,maj,min7
nan,13.6,C#,maj,min7
nan,13.7,C#,maj,min7
nan,13.8,C#,maj,min7
nan,13.9,C#,maj,min7
nan,14,C#,maj,min7
nan,14.1,C#,maj,min7
nan,14.2,C#,maj,min7
nan,14.3,C#,maj,min7
nan,14.4,C#,maj,min7
nan,14.5,C#,maj,min7
nan,14.6,C#,maj,min7
nan,14.7,Ab,min,min7
nan,14.8,Ab,min,min7
nan,14.9,Ab,min,min7
nan,15,Ab,min,min7
nan,15.1,Ab,min,min7
nan,15.2,Ab,min,min7
nan,15.3,Ab,min,min7
nan,15.4,Ab,min,min7
nan,15.5,Ab,min,min7
nan,15.6,Ab,min,min7
nan,15.7,Ab,min,min7
nan,15.8,Ab,min,min7
nan,15.9,Ab,min,min7
nan,16,Ab,min,min7
nan,16.1,Ab,min,min7
nan,16.2,Ab,min,min7
nan,16.3,Ab,min,min7
nan,16.4,Ab,min,min7
nan,16.5,Ab,min,min7
nan,16.6,Ab,min,min7
nan,16.7,Ab,min,min7
nan,16.8,Ab,min,min7
nan,16.9,Ab,min,min7
nan,17,Ab,min,min7
nan,17.1,B,dim,min7
nan,17.2,B,dim,min7
nan,17.3,B,dim,min7
nan,17.4,B,dim,min7
nan,17.5,B,dim,min7
nan,17.6,B,dim,min7
nan,17.7,B,dim,min7
nan,17.8,B,dim,min7
nan,17.9,B,dim,min7
nan,18,B,dim,min7
nan,18.1,B,dim,min7
nan,18.2,B,dim,min7
nan,18.3,B,dim,min7
nan,18.4,B,dim,min7
nan,18.5,B,dim,min7
nan,18.6,B,dim,min7
nan,18.7,B,dim,min7
nan,18.8,B,dim,min7
nan,18.9,B,dim,min7
nan,19,B,dim,min7
nan,19.1,B,dim,min7
nan,19.2,B,dim,min7
nan,19.3,B,dim,min7
nan,19.4,B,dim,min7
nan,19.5,B,dim,min7
nan,19.6,B,dim,min7
nan,19.7,B,dim,min7
nan,19.8,B,dim,min7
orchestra_addon/CrossEra-1635_Debussy_la_mer_de_laube_a_midi_sur_la_mer.mp3,0,na,na,na
nan,0,B,maj,na
nan,0.1,B,maj,na
nan,0.2,B,maj,na
nan,0.3,B,maj,na
nan,0.4,B,maj,na
nan,0.5,B,maj,na
nan,0.6,B,maj,na
nan,0.7,B,maj,na
nan,0.8,B,maj,na
nan,0.9,B,maj,na
nan,1,B,maj,na
nan,1.1,B,maj,na
nan,1.2,Ab,min,na
nan,1.3,Ab,min,na
nan,1.4,Ab,min,na
nan,1.5,Ab,min,na
nan,1.6,Ab,min,na
nan,1.7,Ab,min,na
nan,1.8,Ab,min,na
nan,1.9,Ab,min,na
nan,2,Ab,min,na
nan,2.1,Ab,min,na
nan,2.2,Ab,min,na
nan,2.3,Ab,min,na
nan,2.4,Ab,min,na
nan,2.5,Ab,min,na
nan,2.6,Ab,min,na
nan,2.7,Ab,min,na
nan,2.8,Ab,min,na
nan,2.9,Ab,min,na
nan,3,Ab,min,na
nan,3.1,Ab,min,na
nan,3.2,Ab,min,na
nan,3.3,Ab,min,na
nan,3.4,Ab,min,na
nan,3.5,Ab,min,na
nan,3.6,Ab,min,na
nan,3.7,Ab,min,na
nan,3.8,Ab,min,na
nan,3.9,Ab,min,na
nan,4,Ab,min,na
nan,4.1,Ab,min,na
nan,4.2,Ab,min,na
nan,4.3,Ab,min,na
nan,4.4,Ab,min,na
nan,4.5,Ab,min,na
nan,4.6,Ab,min,na
nan,4.7,Ab,min,na
nan,4.8,Ab,min,na
nan,4.9,Ab,min,na
nan,5,Ab,min,na
nan,5.1,Ab,min,na
nan,5.2,Ab,min,na
nan,5.3,Ab,min,na
nan,5.4,Ab,min,na
nan,5.5,Ab,min,na
nan,5.6,Ab,min,na
nan,5.7,Ab,min,na
nan,5.8,Ab,min,na
nan,5.9,Ab,min,na
nan,6,Ab,min,na
nan,6.1,Ab,min,na
nan,6.2,Ab,min,na
nan,6.3,Ab,min,na
nan,6.4,Ab,min,na
nan,6.5,Ab,min,na
nan,6.6,Ab,min,na
nan,6.7,Ab,min,na
nan,6.8,Ab,min,na
nan,6.9,Ab,min,na
nan,7,Ab,min,na
nan,7.1,Ab,min,na
nan,7.2,Ab,min,na
nan,7.3,Ab,min,na
nan,7.4,Ab,min,na
nan,7.5,Ab,min,na
nan,7.6,Ab,min,na
nan,7.7,Ab,min,na
nan,7.8,Ab,min,na
nan,7.9,Ab,min,na
nan,8,Ab,min,na
nan,8.1,Ab,min,na
nan,8.2,Ab,min,na
nan,8.3,C#,maj,min7
nan,8.4,C#,maj,min7
nan,8.5,C#,maj,min7
nan,8.6,C#,maj,min7
nan,8.7,C#,maj,min7
nan,8.8,C#,maj,min7
nan,8.9,C#,maj,min7
nan,9,C#,maj,min7
nan,9.1,C#,maj,min7
nan,9.2,C#,maj,min7
nan,9.3,C#,maj,min7
nan,9.4,C#,maj,min7
nan,9.5,C#,maj,min7
nan,9.6,C#,maj,min7
nan,9.7,C#,maj,min7
nan,9.8,C#,maj,min7
nan,9.9,C#,maj,min7
nan,10,C#,maj,min7
nan,10.1,C#,maj,min7
nan,10.2,C#,maj,min7
nan,10.3,C#,maj,min7
nan,10.4,C#,maj,min7
nan,10.5,C#,maj,min7
nan,10.6,C#,maj,min7
nan,10.7,C#,maj,min7
nan,10.8,C#,maj,min7
nan,10.9,C#,maj,min7
nan,11,C#,maj,min7
nan,11.1,C#,maj,min7
nan,11.2,C#,maj,min7
nan,11.3,C#,maj,min7
nan,11.4,C#,maj,min7
nan,11.5,C#,maj,min7
nan,11.6,C#,maj,min7
nan,11.7,C#,maj,min7
nan,11.8,C#,maj,min7
nan,11.9,C#,maj,min7
nan,12,C#,maj,min7
nan,12.1,C#,maj,min7
nan,12.2,C#,maj,min7
nan,12.3,C#,maj,min7
nan,12.4,C#,maj,min7
nan,12.5,C#,maj,min7
nan,12.6,C#,maj,min7
nan,12.7,C#,maj,min7
nan,12.8,C#,maj,min7
nan,12.9,C#,maj,min7
nan,13,C#,maj,min7
nan,13.1,C#,maj,min7
nan,13.2,C#,maj,min7
nan,13.3,C#,maj,min7
nan,13.4,C#,maj,min7
nan,13.5,C#,maj,min7
nan,13.6,C#,maj,min7
nan,13.7,C#,maj,min7
nan,13.8,C#,maj,min7
nan,13.9,C#,maj,min7
nan,14,C#,maj,min7
nan,14.1,C#,maj,min7
nan,14.2,C#,maj,min7
nan,14.3,C#,maj,min7
nan,14.4,C#,maj,min7
nan,14.5,C#,maj,min7
nan,14.6,C#,maj,min7
nan,14.7,Ab,min,min7
nan,14.8,Ab,min,min7
nan,14.9,Ab,min,min7
nan,15,Ab,min,min7
nan,15.1,Ab,min,min7
nan,15.2,Ab,min,min7
nan,15.3,Ab,min,min7
nan,15.4,Ab,min,min7
nan,15.5,Ab,min,min7
nan,15.6,Ab,min,min7
nan,15.7,Ab,min,min7
nan,15.8,Ab,min,min7
nan,15.9,Ab,min,min7
nan,16,Ab,min,min7
nan,16.1,Ab,min,min7
nan,16.2,Ab,min,min7
nan,16.3,Ab,min,min7
nan,16.4,Ab,min,min7
nan,16.5,Ab,min,min7
nan,16.6,Ab,min,min7
nan,16.7,Ab,min,min7
nan,16.8,Ab,min,min7
nan,16.9,Ab,min,min7
nan,17,Ab,min,min7
nan,17.1,B,dim,min7
nan,17.2,B,dim,min7
nan,17.3,B,dim,min7
nan,17.4,B,dim,min7
nan,17.5,B,dim,min7
nan,17.6,B,dim,min7
nan,17.7,B,dim,min7
nan,17.8,B,dim,min7
nan,17.9,B,dim,min7
nan,18,B,dim,min7
nan,18.1,B,dim,min7
nan,18.2,B,dim,min7
nan,18.3,B,dim,min7
nan,18.4,B,dim,min7
nan,18.5,B,dim,min7
nan,18.6,B,dim,min7
nan,18.7,B,dim,min7
nan,18.8,B,dim,min7
nan,18.9,B,dim,min7
nan,19,B,dim,min7
nan,19.1,B,dim,min7
nan,19.2,B,dim,min7
nan,19.3,B,dim,min7
nan,19.4,B,dim,min7
nan,19.5,B,dim,min7
nan,19.6,B,dim,min7
nan,19.7,B,dim,min7
nan,19.8,B,dim,min7
orchestra_addon/CrossEra-1640_Debussy_nocturnes_fetes.mp3,0,na,na,na
nan,0,D,dim,min7
nan,0.1,D,dim,min7
nan,0.2,D,dim,min7
nan,0.3,D,dim,min7
nan,0.4,D,dim,min7
nan,0.5,D,dim,min7
nan,0.6,D,dim,min7
nan,0.7,C#,maj,min7
nan,0.8,C#,maj,min7
nan,0.9,C#,maj,min7
nan,1,C#,maj,min7
nan,1.1,C#,maj,min7
nan,1.2,C#,maj,min7
nan,1.3,C#,maj,min7
nan,1.4,C#,maj,min7
nan,1.5,C#,maj,min7
nan,1.6,C#,maj,min7
nan,1.7,C#,maj,min7
nan,1.8,C#,maj,min7
nan,1.9,C#,maj,min7
nan,2,C#,maj,min7
nan,2.1,C#,maj,min7
nan,2.2,C#,maj,min7
nan,2.3,C#,maj,min7
nan,2.4,C#,maj,min7
nan,2.5,C#,maj,min7
nan,2.6,C#,maj,min7
nan,2.7,C#,maj,min7
nan,2.8,C#,maj,min7
nan,2.9,C#,maj,min7
nan,3,C#,maj,min7
nan,3.1,C#,maj,min7
nan,3.2,C#,maj,min7
nan,3.3,C#,maj,min7
nan,3.4,C#,maj,min7
nan,3.5,C#,maj,min7
nan,3.6,C#,maj,min7
nan,3.7,C#,maj,min7
nan,3.8,C#,maj,min7
nan,3.9,C#,maj,min7
nan,4,C#,maj,min7
nan,4.1,C#,maj,min7
nan,4.2,C#,maj,min7
nan,4.3,C#,maj,min7
nan,4.4,C#,maj,min7
nan,4.5,C#,maj,min7
nan,4.6,C#,maj,min7
nan,4.7,C#,maj,min7
nan,4.8,C#,maj,min7
nan,4.9,C#,maj,min7
nan,5,C#,maj,min7
nan,5.1,C#,maj,min7
nan,5.2,C#,maj,min7
nan,5.3,C#,maj,min7
nan,5.4,C#,maj,min7
nan,5.5,C#,maj,min7
nan,5.6,C#,maj,min7
nan,5.7,C#,maj,min7
nan,5.8,C#,maj,min7
nan,5.9,C#,maj,min7
nan,6,C#,maj,min7
nan,6.1,C#,maj,min7
nan,6.2,C#,maj,min7
nan,6.3,C#,maj,min7
nan,6.4,C#,maj,min7
nan,6.5,C#,maj,min7
nan,6.6,C#,maj,min7
nan,6.7,C#,maj,min7
nan,6.8,C#,maj,min7
nan,6.9,C#,maj,min7
nan,7,C#,maj,min7
nan,7.1,C#,maj,min7
nan,7.2,C#,maj,min7
nan,7.3,C#,maj,min7
nan,7.4,C#,maj,min7
nan,7.5,C#,maj,min7
nan,7.6,C#,maj,min7
nan,7.7,C#,maj,min7
nan,7.8,C#,maj,min7
nan,7.9,C#,maj,min7
nan,8,C#,maj,min7
nan,8.1,C#,maj,min7
nan,8.2,C#,maj,min7
nan,8.3,C#,maj,min7
nan,8.4,C#,maj,min7
nan,8.5,C#,maj,min7
nan,8.6,C#,maj,min7
nan,8.7,C#,maj,min7
nan,8.8,C#,maj,min7
nan,8.9,B,dim,na
nan,9,B,dim,na
nan,9.1,B,dim,na
nan,9.2,B,dim,na
nan,9.3,B,dim,na
nan,9.4,B,dim,na
nan,9.5,B,dim,na
nan,9.6,B,dim,na
nan,9.7,B,dim,na
nan,9.8,B,dim,na
nan,9.9,B,dim,na
nan,10,B,dim,na
nan,10.1,B,dim,na
nan,10.2,B,dim,na
nan,10.3,B,dim,na
nan,10.4,B,dim,na
nan,10.5,B,dim,na
nan,10.6,C#,maj,min7
nan,10.7,C#,maj,min7
nan,10.8,C#,maj,min7
nan,10.9,C#,maj,min7
nan,11,C#,maj,min7
nan,11.1,C#,maj,min7
nan,11.2,C#,maj,min7
nan,11.3,C#,maj,min7
nan,11.4,C#,maj,min7
nan,11.5,C#,maj,min7
nan,11.6,C#,maj,min7
nan,11.7,C#,maj,min7
nan,11.8,C#,maj,min7
nan,11.9,C#,maj,min7
nan,12,C#,maj,min7
nan,12.1,C#,maj,min7
nan,12.2,C#,maj,min7
nan,12.3,C#,maj,min7
nan,12.4,F,dim,min7
nan,12.5,F,dim,min7
nan,12.6,F,dim,min7
nan,12.7,F,dim,min7
nan,12.8,F,dim,min7
nan,12.9,F,dim,min7
nan,13,F,dim,min7
nan,13.1,F,dim,min7
nan,13.2,F,dim,min7
nan,13.3,F,dim,min7
nan,13.4,F,dim,min7
nan,13.5,F,dim,min7
nan,13.6,F,dim,min7
nan,13.7,F,dim,min7
nan,13.8,F,dim,min7
nan,13.9,F,dim,min7
nan,14,F,dim,min7
nan,14.1,F,dim,min7
nan,14.2,F,dim,min7
nan,14.3,F,dim,min7
nan,14.4,F,dim,min7
nan,14.5,F,dim,min7
nan,14.6,F,dim,min7
nan,14.7,F,dim,min7
nan,14.8,E,dim,min7
nan,14.9,E,dim,min7
nan,15,E,dim,min7
nan,15.1,E,dim,min7
nan,15.2,E,dim,min7
nan,15.3,E,dim,min7
nan,15.4,E,dim,min7
nan,15.5,E,dim,min7
nan,15.6,E,dim,min7
nan,15.7,E,dim,min7
nan,15.8,E,dim,min7
nan,15.9,E,dim,min7
nan,16,E,dim,min7
nan,16.1,E,dim,min7
nan,16.2,E,dim,min7
nan,16.3,E,dim,min7
nan,16.4,E,dim,min7
nan,16.5,E,dim,min7
nan,16.6,E,dim,min7
nan,16.7,E,dim,min7
nan,16.8,E,dim,min7
nan,16.9,E,dim,min7
nan,17,E,dim,min7
nan,17.1,E,dim,min7
nan,17.2,E,dim,min7
nan,17.3,E,dim,min7
nan,17.4,E,dim,min7
nan,17.5,E,dim,min7
nan,17.6,E,dim,min7
nan,17.7,E,dim,min7
nan,17.8,E,dim,min7
nan,17.9,E,dim,min7
nan,18,E,dim,min7
nan,18.1,E,dim,min7
nan,18.2,E,dim,min7
nan,18.3,E,dim,min7
nan,18.4,E,dim,min7
nan,18.5,E,dim,min7
nan,18.6,E,dim,min7
nan,18.7,E,dim,min7
nan,18.8,E,dim,min7
nan,18.9,E,dim,min7
nan,19,E,dim,min7
nan,19.1,E,dim,min7
nan,19.2,E,dim,min7
nan,19.3,E,dim,min7
nan,19.4,E,dim,min7
nan,19.5,E,dim,min7
nan,19.6,E,dim,min7
nan,19.7,E,dim,min7
nan,19.8,E,dim,min7
orchestra_addon/CrossEra-1640_Debussy_nocturnes_fetes.mp3,0,na,na,na
nan,0,D,dim,min7
nan,0.1,D,dim,min7
nan,0.2,D,dim,min7
nan,0.3,D,dim,min7
nan,0.4,D,dim,min7
nan,0.5,D,dim,min7
nan,0.6,D,dim,min7
nan,0.7,C#,maj,min7
nan,0.8,C#,maj,min7
nan,0.9,C#,maj,min7
nan,1,C#,maj,min7
nan,1.1,C#,maj,min7
nan,1.2,C#,maj,min7
nan,1.3,C#,maj,min7
nan,1.4,C#,maj,min7
nan,1.5,C#,maj,min7
nan,1.6,C#,maj,min7
nan,1.7,C#,maj,min7
nan,1.8,C#,maj,min7
nan,1.9,C#,maj,min7
nan,2,C#,maj,min7
nan,2.1,C#,maj,min7
nan,2.2,C#,maj,min7
nan,2.3,C#,maj,min7
nan,2.4,C#,maj,min7
nan,2.5,C#,maj,min7
nan,2.6,C#,maj,min7
nan,2.7,C#,maj,min7
nan,2.8,C#,maj,min7
nan,2.9,C#,maj,min7
nan,3,C#,maj,min7
nan,3.1,C#,maj,min7
nan,3.2,C#,maj,min7
nan,3.3,C#,maj,min7
nan,3.4,C#,maj,min7
nan,3.5,C#,maj,min7
nan,3.6,C#,maj,min7
nan,3.7,C#,maj,min7
nan,3.8,C#,maj,min7
nan,3.9,C#,maj,min7
nan,4,C#,maj,min7
nan,4.1,C#,maj,min7
nan,4.2,C#,maj,min7
nan,4.3,C#,maj,min7
nan,4.4,C#,maj,min7
nan,4.5,C#,maj,min7
nan,4.6,C#,maj,min7
nan,4.7,C#,maj,min7
nan,4.8,C#,maj,min7
nan,4.9,C#,maj,min7
nan,5,C#,maj,min7
nan,5.1,C#,maj,min7
nan,5.2,C#,maj,min7
nan,5.3,C#,maj,min7
nan,5.4,C#,maj,min7
nan,5.5,C#,maj,min7
nan,5.6,C#,maj,min7
nan,5.7,C#,maj,min7
nan,5.8,C#,maj,min7
nan,5.9,C#,maj,min7
nan,6,C#,maj,min7
nan,6.1,C#,maj,min7
nan,6.2,C#,maj,min7
nan,6.3,C#,maj,min7
nan,6.4,C#,maj,min7
nan,6.5,C#,maj,min7
nan,6.6,C#,maj,min7
nan,6.7,C#,maj,min7
nan,6.8,C#,maj,min7
nan,6.9,C#,maj,min7
nan,7,C#,maj,min7
nan,7.1,C#,maj,min7
nan,7.2,C#,maj,min7
nan,7.3,C#,maj,min7
nan,7.4,C#,maj,min7
nan,7.5,C#,maj,min7
nan,7.6,C#,maj,min7
nan,7.7,C#,maj,min7
nan,7.8,C#,maj,min7
nan,7.9,C#,maj,min7
nan,8,C#,maj,min7
nan,8.1,C#,maj,min7
nan,8.2,C#,maj,min7
nan,8.3,C#,maj,min7
nan,8.4,C#,maj,min7
nan,8.5,C#,maj,min7
nan,8.6,C#,maj,min7
nan,8.7,C#,maj,min7
nan,8.8,C#,maj,min7
nan,8.9,B,dim,na
nan,9,B,dim,na
nan,9.1,B,dim,na
nan,9.2,B,dim,na
nan,9.3,B,dim,na
nan,9.4,B,dim,na
nan,9.5,B,dim,na
nan,9.6,B,dim,na
nan,9.7,B,dim,na
nan,9.8,B,dim,na
nan,9.9,B,dim,na
nan,10,B,dim,na
nan,10.1,B,dim,na
nan,10.2,B,dim,na
nan,10.3,B,dim,na
nan,10.4,B,dim,na
nan,10.5,B,dim,na
nan,10.6,C#,maj,min7
nan,10.7,C#,maj,min7
nan,10.8,C#,maj,min7
nan,10.9,C#,maj,min7
nan,11,C#,maj,min7
nan,11.1,C#,maj,min7
nan,11.2,C#,maj,min7
nan,11.3,C#,maj,min7
nan,11.4,C#,maj,min7
nan,11.5,C#,maj,min7
nan,11.6,C#,maj,min7
nan,11.7,C#,maj,min7
nan,11.8,C#,maj,min7
nan,11.9,C#,maj,min7
nan,12,C#,maj,min7
nan,12.1,C#,maj,min7
nan,12.2,C#,maj,min7
nan,12.3,C#,maj,min7
nan,12.4,F,dim,min7
nan,12.5,F,dim,min7
nan,12.6,F,dim,min7
nan,12.7,F,dim,min7
nan,12.8,F,dim,min7
nan,12.9,F,dim,min7
nan,13,F,dim,min7
nan,13.1,F,dim,min7
nan,13.2,F,dim,min7
nan,13.3,F,dim,min7
nan,13.4,F,dim,min7
nan,13.5,F,dim,min7
nan,13.6,F,dim,min7
nan,13.7,F,dim,min7
nan,13.8,F,dim,min7
nan,13.9,F,dim,min7
nan,14,F,dim,min7
nan,14.1,F,dim,min7
nan,14.2,F,dim,min7
nan,14.3,F,dim,min7
nan,14.4,F,dim,min7
nan,14.5,F,dim,min7
nan,14.6,F,dim,min7
nan,14.7,F,dim,min7
nan,14.8,E,dim,min7
nan,14.9,E,dim,min7
nan,15,E,dim,min7
nan,15.1,E,dim,min7
nan,15.2,E,dim,min7
nan,15.3,E,dim,min7
nan,15.4,E,dim,min7
nan,15.5,E,dim,min7
nan,15.6,E,dim,min7
nan,15.7,E,dim,min7
nan,15.8,E,dim,min7
nan,15.9,E,dim,min7
nan,16,E,dim,min7
nan,16.1,E,dim,min7
nan,16.2,E,dim,min7
nan,16.3,E,dim,min7
nan,16.4,E,dim,min7
nan,16.5,E,dim,min7
nan,16.6,E,dim,min7
nan,16.7,E,dim,min7
nan,16.8,E,dim,min7
nan,16.9,E,dim,min7
nan,17,E,dim,min7
nan,17.1,E,dim,min7
nan,17.2,E,dim,min7
nan,17.3,E,dim,min7
nan,17.4,E,dim,min7
nan,17.5,E,dim,min7
nan,17.6,E,dim,min7
nan,17.7,E,dim,min7
nan,17.8,E,dim,min7
nan,17.9,E,dim,min7
nan,18,E,dim,min7
nan,18.1,E,dim,min7
nan,18.2,E,dim,min7
nan,18.3,E,dim,min7
nan,18.4,E,dim,min7
nan,18.5,E,dim,min7
nan,18.6,E,dim,min7
nan,18.7,E,dim,min7
nan,18.8,E,dim,min7
nan,18.9,E,dim,min7
nan,19,E,dim,min7
nan,19.1,E,dim,min7
nan,19.2,E,dim,min7
nan,19.3,E,dim,min7
nan,19.4,E,dim,min7
nan,19.5,E,dim,min7
nan,19.6,E,dim,min7
nan,19.7,E,dim,min7
nan,19.8,E,dim,min7
orchestra_addon/CrossEra-1640_Debussy_nocturnes_fetes.mp3,0,na,na,na
nan,0,D,dim,min7
nan,0.1,D,dim,min7
nan,0.2,D,dim,min7
nan,0.3,D,dim,min7
nan,0.4,D,dim,min7
nan,0.5,D,dim,min7
nan,0.6,D,dim,min7
nan,0.7,C#,maj,min7
nan,0.8,C#,maj,min7
nan,0.9,C#,maj,min7
nan,1,C#,maj,min7
nan,1.1,C#,maj,min7
nan,1.2,C#,maj,min7
nan,1.3,C#,maj,min7
nan,1.4,C#,maj,min7
nan,1.5,C#,maj,min7
nan,1.6,C#,maj,min7
nan,1.7,C#,maj,min7
nan,1.8,C#,maj,min7
nan,1.9,C#,maj,min7
nan,2,C#,maj,min7
nan,2.1,C#,maj,min7
nan,2.2,C#,maj,min7
nan,2.3,C#,maj,min7
nan,2.4,C#,maj,min7
nan,2.5,C#,maj,min7
nan,2.6,C#,maj,min7
nan,2.7,C#,maj,min7
nan,2.8,C#,maj,min7
nan,2.9,C#,maj,min7
nan,3,C#,maj,min7
nan,3.1,C#,maj,min7
nan,3.2,C#,maj,min7
nan,3.3,C#,maj,min7
nan,3.4,C#,maj,min7
nan,3.5,C#,maj,min7
nan,3.6,C#,maj,min7
nan,3.7,C#,maj,min7
nan,3.8,C#,maj,min7
nan,3.9,C#,maj,min7
nan,4,C#,maj,min7
nan,4.1,C#,maj,min7
nan,4.2,C#,maj,min7
nan,4.3,C#,maj,min7
nan,4.4,C#,maj,min7
nan,4.5,C#,maj,min7
nan,4.6,C#,maj,min7
nan,4.7,C#,maj,min7
nan,4.8,C#,maj,min7
nan,4.9,C#,maj,min7
nan,5,C#,maj,min7
nan,5.1,C#,maj,min7
nan,5.2,C#,maj,min7
nan,5.3,C#,maj,min7
nan,5.4,C#,maj,min7
nan,5.5,C#,maj,min7
nan,5.6,C#,maj,min7
nan,5.7,C#,maj,min7
nan,5.8,C#,maj,min7
nan,5.9,C#,maj,min7
nan,6,C#,maj,min7
nan,6.1,C#,maj,min7
nan,6.2,C#,maj,min7
nan,6.3,C#,maj,min7
nan,6.4,C#,maj,min7
nan,6.5,C#,maj,min7
nan,6.6,C#,maj,min7
nan,6.7,C#,maj,min7
nan,6.8,C#,maj,min7
nan,6.9,C#,maj,min7
nan,7,C#,maj,min7
nan,7.1,C#,maj,min7
nan,7.2,C#,maj,min7
nan,7.3,C#,maj,min7
nan,7.4,C#,maj,min7
nan,7.5,C#,maj,min7
